   Elapsed time	   MLII	     V5
        337.875	 -0.415	 -0.305
        337.878	 -0.415	 -0.295
        337.881	 -0.405	 -0.300
        337.883	 -0.410	 -0.300
        337.886	 -0.425	 -0.325
        337.889	 -0.425	 -0.315
        337.892	 -0.415	 -0.320
        337.894	 -0.425	 -0.305
        337.897	 -0.420	 -0.300
        337.900	 -0.420	 -0.300
        337.903	 -0.425	 -0.305
        337.906	 -0.415	 -0.300
        337.908	 -0.415	 -0.305
        337.911	 -0.385	 -0.300
        337.914	 -0.400	 -0.300
        337.917	 -0.400	 -0.295
        337.919	 -0.400	 -0.310
        337.922	 -0.410	 -0.305
        337.925	 -0.400	 -0.285
        337.928	 -0.395	 -0.275
        337.931	 -0.390	 -0.285
        337.933	 -0.390	 -0.295
        337.936	 -0.400	 -0.300
        337.939	 -0.420	 -0.305
        337.942	 -0.405	 -0.305
        337.944	 -0.400	 -0.290
        337.947	 -0.395	 -0.295
        337.950	 -0.405	 -0.295
        337.953	 -0.405	 -0.305
        337.956	 -0.415	 -0.300
        337.958	 -0.400	 -0.295
        337.961	 -0.395	 -0.290
        337.964	 -0.390	 -0.300
        337.967	 -0.390	 -0.310
        337.969	 -0.395	 -0.310
        337.972	 -0.405	 -0.310
        337.975	 -0.395	 -0.295
        337.978	 -0.390	 -0.295
        337.981	 -0.385	 -0.300
        337.983	 -0.380	 -0.305
        337.986	 -0.385	 -0.320
        337.989	 -0.395	 -0.325
        337.992	 -0.385	 -0.320
        337.994	 -0.370	 -0.315
        337.997	 -0.370	 -0.315
        338.000	 -0.380	 -0.325
        338.003	 -0.385	 -0.350
        338.006	 -0.395	 -0.350
        338.008	 -0.395	 -0.345
        338.011	 -0.370	 -0.340
        338.014	 -0.380	 -0.345
        338.017	 -0.385	 -0.355
        338.019	 -0.395	 -0.370
        338.022	 -0.400	 -0.370
        338.025	 -0.400	 -0.370
        338.028	 -0.395	 -0.365
        338.031	 -0.395	 -0.385
        338.033	 -0.380	 -0.390
        338.036	 -0.395	 -0.395
        338.039	 -0.395	 -0.390
        338.042	 -0.400	 -0.380
        338.044	 -0.395	 -0.385
        338.047	 -0.385	 -0.385
        338.050	 -0.400	 -0.400
        338.053	 -0.405	 -0.425
        338.056	 -0.410	 -0.410
        338.058	 -0.405	 -0.410
        338.061	 -0.415	 -0.405
        338.064	 -0.395	 -0.410
        338.067	 -0.405	 -0.415
        338.069	 -0.410	 -0.425
        338.072	 -0.420	 -0.405
        338.075	 -0.420	 -0.395
        338.078	 -0.415	 -0.385
        338.081	 -0.410	 -0.370
        338.083	 -0.405	 -0.375
        338.086	 -0.415	 -0.375
        338.089	 -0.405	 -0.350
        338.092	 -0.395	 -0.325
        338.094	 -0.380	 -0.305
        338.097	 -0.355	 -0.290
        338.100	 -0.350	 -0.290
        338.103	 -0.350	 -0.285
        338.106	 -0.355	 -0.260
        338.108	 -0.330	 -0.250
        338.111	 -0.315	 -0.235
        338.114	 -0.295	 -0.230
        338.117	 -0.300	 -0.240
        338.119	 -0.305	 -0.235
        338.122	 -0.295	 -0.250
        338.125	 -0.290	 -0.230
        338.128	 -0.270	 -0.215
        338.131	 -0.260	 -0.205
        338.133	 -0.270	 -0.215
        338.136	 -0.275	 -0.225
        338.139	 -0.280	 -0.225
        338.142	 -0.270	 -0.205
        338.144	 -0.265	 -0.215
        338.147	 -0.260	 -0.205
        338.150	 -0.270	 -0.210
        338.153	 -0.280	 -0.215
        338.156	 -0.280	 -0.215
        338.158	 -0.280	 -0.210
        338.161	 -0.285	 -0.205
        338.164	 -0.275	 -0.210
        338.167	 -0.280	 -0.230
        338.169	 -0.280	 -0.225
        338.172	 -0.285	 -0.220
        338.175	 -0.280	 -0.210
        338.178	 -0.265	 -0.200
        338.181	 -0.265	 -0.205
        338.183	 -0.280	 -0.220
        338.186	 -0.285	 -0.230
        338.189	 -0.285	 -0.225
        338.192	 -0.290	 -0.220
        338.194	 -0.290	 -0.210
        338.197	 -0.280	 -0.205
        338.200	 -0.280	 -0.215
        338.203	 -0.290	 -0.230
        338.206	 -0.295	 -0.230
        338.208	 -0.285	 -0.215
        338.211	 -0.275	 -0.215
        338.214	 -0.275	 -0.225
        338.217	 -0.280	 -0.235
        338.219	 -0.275	 -0.230
        338.222	 -0.290	 -0.215
        338.225	 -0.285	 -0.220
        338.228	 -0.275	 -0.210
        338.231	 -0.280	 -0.215
        338.233	 -0.280	 -0.230
        338.236	 -0.295	 -0.225
        338.239	 -0.300	 -0.235
        338.242	 -0.285	 -0.230
        338.244	 -0.275	 -0.215
        338.247	 -0.285	 -0.225
        338.250	 -0.290	 -0.225
        338.253	 -0.300	 -0.235
        338.256	 -0.300	 -0.230
        338.258	 -0.305	 -0.230
        338.261	 -0.310	 -0.225
        338.264	 -0.305	 -0.225
        338.267	 -0.300	 -0.240
        338.269	 -0.300	 -0.240
        338.272	 -0.315	 -0.235
        338.275	 -0.300	 -0.235
        338.278	 -0.300	 -0.220
        338.281	 -0.290	 -0.240
        338.283	 -0.300	 -0.245
        338.286	 -0.310	 -0.245
        338.289	 -0.325	 -0.240
        338.292	 -0.315	 -0.225
        338.294	 -0.300	 -0.225
        338.297	 -0.300	 -0.235
        338.300	 -0.300	 -0.245
        338.303	 -0.315	 -0.255
        338.306	 -0.320	 -0.245
        338.308	 -0.330	 -0.230
        338.311	 -0.295	 -0.230
        338.314	 -0.300	 -0.235
        338.317	 -0.305	 -0.240
        338.319	 -0.305	 -0.240
        338.322	 -0.305	 -0.240
        338.325	 -0.295	 -0.235
        338.328	 -0.285	 -0.215
        338.331	 -0.280	 -0.225
        338.333	 -0.300	 -0.225
        338.336	 -0.295	 -0.230
        338.339	 -0.305	 -0.235
        338.342	 -0.300	 -0.215
        338.344	 -0.285	 -0.215
        338.347	 -0.295	 -0.205
        338.350	 -0.300	 -0.230
        338.353	 -0.295	 -0.230
        338.356	 -0.305	 -0.230
        338.358	 -0.305	 -0.215
        338.361	 -0.280	 -0.220
        338.364	 -0.265	 -0.225
        338.367	 -0.270	 -0.240
        338.369	 -0.265	 -0.255
        338.372	 -0.270	 -0.235
        338.375	 -0.245	 -0.220
        338.378	 -0.235	 -0.215
        338.381	 -0.225	 -0.215
        338.383	 -0.225	 -0.215
        338.386	 -0.230	 -0.225
        338.389	 -0.235	 -0.220
        338.392	 -0.205	 -0.205
        338.394	 -0.200	 -0.200
        338.397	 -0.185	 -0.190
        338.400	 -0.185	 -0.195
        338.403	 -0.175	 -0.200
        338.406	 -0.180	 -0.195
        338.408	 -0.160	 -0.180
        338.411	 -0.160	 -0.180
        338.414	 -0.160	 -0.170
        338.417	 -0.170	 -0.170
        338.419	 -0.190	 -0.180
        338.422	 -0.205	 -0.165
        338.425	 -0.200	 -0.150
        338.428	 -0.180	 -0.145
        338.431	 -0.180	 -0.135
        338.433	 -0.170	 -0.150
        338.436	 -0.175	 -0.175
        338.439	 -0.160	 -0.175
        338.442	 -0.155	 -0.175
        338.444	 -0.180	 -0.160
        338.447	 -0.215	 -0.165
        338.450	 -0.235	 -0.175
        338.453	 -0.250	 -0.195
        338.456	 -0.260	 -0.185
        338.458	 -0.275	 -0.190
        338.461	 -0.280	 -0.185
        338.464	 -0.285	 -0.185
        338.467	 -0.285	 -0.195
        338.469	 -0.315	 -0.215
        338.472	 -0.310	 -0.210
        338.475	 -0.300	 -0.190
        338.478	 -0.275	 -0.195
        338.481	 -0.280	 -0.195
        338.483	 -0.290	 -0.215
        338.486	 -0.300	 -0.215
        338.489	 -0.320	 -0.205
        338.492	 -0.310	 -0.200
        338.494	 -0.305	 -0.190
        338.497	 -0.305	 -0.195
        338.500	 -0.315	 -0.210
        338.503	 -0.315	 -0.215
        338.506	 -0.335	 -0.215
        338.508	 -0.325	 -0.200
        338.511	 -0.315	 -0.195
        338.514	 -0.305	 -0.200
        338.517	 -0.310	 -0.200
        338.519	 -0.320	 -0.220
        338.522	 -0.325	 -0.220
        338.525	 -0.325	 -0.200
        338.528	 -0.315	 -0.205
        338.531	 -0.315	 -0.220
        338.533	 -0.325	 -0.255
        338.536	 -0.355	 -0.295
        338.539	 -0.400	 -0.315
        338.542	 -0.420	 -0.340
        338.544	 -0.435	 -0.340
        338.547	 -0.460	 -0.315
        338.550	 -0.510	 -0.250
        338.553	 -0.555	 -0.165
        338.556	 -0.545	 -0.050
        338.558	 -0.445	  0.020
        338.561	 -0.345	  0.085
        338.564	 -0.245	  0.155
        338.567	 -0.155	  0.240
        338.569	 -0.020	  0.320
        338.572	  0.190	  0.420
        338.575	  0.470	  0.510
        338.578	  0.685	  0.515
        338.581	  0.810	  0.340
        338.583	  0.830	  0.045
        338.586	  0.695	 -0.225
        338.589	  0.375	 -0.315
        338.592	 -0.015	 -0.275
        338.594	 -0.315	 -0.240
        338.597	 -0.445	 -0.240
        338.600	 -0.470	 -0.245
        338.603	 -0.425	 -0.245
        338.606	 -0.395	 -0.225
        338.608	 -0.355	 -0.215
        338.611	 -0.355	 -0.230
        338.614	 -0.350	 -0.230
        338.617	 -0.350	 -0.240
        338.619	 -0.350	 -0.250
        338.622	 -0.365	 -0.235
        338.625	 -0.360	 -0.225
        338.628	 -0.350	 -0.210
        338.631	 -0.350	 -0.215
        338.633	 -0.350	 -0.220
        338.636	 -0.350	 -0.240
        338.639	 -0.360	 -0.240
        338.642	 -0.360	 -0.235
        338.644	 -0.345	 -0.215
        338.647	 -0.340	 -0.230
        338.650	 -0.350	 -0.225
        338.653	 -0.360	 -0.240
        338.656	 -0.360	 -0.240
        338.658	 -0.360	 -0.220
        338.661	 -0.345	 -0.220
        338.664	 -0.345	 -0.215
        338.667	 -0.355	 -0.220
        338.669	 -0.360	 -0.235
        338.672	 -0.355	 -0.230
        338.675	 -0.340	 -0.220
        338.678	 -0.340	 -0.210
        338.681	 -0.320	 -0.205
        338.683	 -0.335	 -0.220
        338.686	 -0.335	 -0.235
        338.689	 -0.340	 -0.225
        338.692	 -0.335	 -0.220
        338.694	 -0.325	 -0.205
        338.697	 -0.325	 -0.210
        338.700	 -0.335	 -0.225
        338.703	 -0.335	 -0.230
        338.706	 -0.340	 -0.225
        338.708	 -0.340	 -0.225
        338.711	 -0.335	 -0.210
        338.714	 -0.320	 -0.205
        338.717	 -0.320	 -0.210
        338.719	 -0.335	 -0.215
        338.722	 -0.335	 -0.220
        338.725	 -0.335	 -0.220
        338.728	 -0.325	 -0.200
        338.731	 -0.325	 -0.215
        338.733	 -0.330	 -0.215
        338.736	 -0.335	 -0.230
        338.739	 -0.340	 -0.225
        338.742	 -0.335	 -0.215
        338.744	 -0.325	 -0.210
        338.747	 -0.330	 -0.225
        338.750	 -0.330	 -0.225
        338.753	 -0.335	 -0.245
        338.756	 -0.345	 -0.240
        338.758	 -0.335	 -0.235
        338.761	 -0.325	 -0.225
        338.764	 -0.315	 -0.225
        338.767	 -0.325	 -0.245
        338.769	 -0.320	 -0.245
        338.772	 -0.335	 -0.245
        338.775	 -0.320	 -0.245
        338.778	 -0.305	 -0.240
        338.781	 -0.305	 -0.240
        338.783	 -0.310	 -0.255
        338.786	 -0.315	 -0.260
        338.789	 -0.335	 -0.265
        338.792	 -0.325	 -0.265
        338.794	 -0.320	 -0.250
        338.797	 -0.310	 -0.260
        338.800	 -0.315	 -0.275
        338.803	 -0.320	 -0.300
        338.806	 -0.325	 -0.290
        338.808	 -0.320	 -0.280
        338.811	 -0.320	 -0.275
        338.814	 -0.320	 -0.295
        338.817	 -0.325	 -0.305
        338.819	 -0.335	 -0.320
        338.822	 -0.340	 -0.320
        338.825	 -0.335	 -0.325
        338.828	 -0.325	 -0.315
        338.831	 -0.330	 -0.305
        338.833	 -0.330	 -0.325
        338.836	 -0.345	 -0.335
        338.839	 -0.335	 -0.325
        338.842	 -0.330	 -0.315
        338.844	 -0.330	 -0.315
        338.847	 -0.320	 -0.315
        338.850	 -0.320	 -0.305
        338.853	 -0.320	 -0.310
        338.856	 -0.330	 -0.300
        338.858	 -0.320	 -0.285
        338.861	 -0.305	 -0.260
        338.864	 -0.310	 -0.250
        338.867	 -0.310	 -0.245
        338.869	 -0.295	 -0.255
        338.872	 -0.305	 -0.230
        338.875	 -0.290	 -0.200
        338.878	 -0.270	 -0.185
        338.881	 -0.260	 -0.180
        338.883	 -0.250	 -0.185
        338.886	 -0.250	 -0.195
        338.889	 -0.250	 -0.185
        338.892	 -0.245	 -0.170
        338.894	 -0.235	 -0.160
        338.897	 -0.225	 -0.155
        338.900	 -0.230	 -0.160
        338.903	 -0.240	 -0.165
        338.906	 -0.230	 -0.160
        338.908	 -0.220	 -0.160
        338.911	 -0.210	 -0.130
        338.914	 -0.210	 -0.155
        338.917	 -0.225	 -0.175
        338.919	 -0.225	 -0.160
        338.922	 -0.230	 -0.160
        338.925	 -0.220	 -0.140
        338.928	 -0.205	 -0.140
        338.931	 -0.200	 -0.150
        338.933	 -0.215	 -0.160
        338.936	 -0.215	 -0.160
        338.939	 -0.225	 -0.165
        338.942	 -0.225	 -0.150
        338.944	 -0.210	 -0.145
        338.947	 -0.220	 -0.145
        338.950	 -0.225	 -0.155
        338.953	 -0.245	 -0.160
        338.956	 -0.240	 -0.165
        338.958	 -0.235	 -0.145
        338.961	 -0.240	 -0.145
        338.964	 -0.225	 -0.150
        338.967	 -0.235	 -0.170
        338.969	 -0.245	 -0.165
        338.972	 -0.245	 -0.165
        338.975	 -0.240	 -0.160
        338.978	 -0.230	 -0.145
        338.981	 -0.225	 -0.150
        338.983	 -0.240	 -0.165
        338.986	 -0.235	 -0.180
        338.989	 -0.245	 -0.165
        338.992	 -0.230	 -0.155
        338.994	 -0.230	 -0.150
        338.997	 -0.225	 -0.160
        339.000	 -0.230	 -0.170
        339.003	 -0.245	 -0.180
        339.006	 -0.250	 -0.180
        339.008	 -0.240	 -0.165
        339.011	 -0.245	 -0.155
        339.014	 -0.240	 -0.170
        339.017	 -0.245	 -0.175
        339.019	 -0.270	 -0.185
        339.022	 -0.270	 -0.180
        339.025	 -0.265	 -0.175
        339.028	 -0.250	 -0.170
        339.031	 -0.255	 -0.170
        339.033	 -0.260	 -0.165
        339.036	 -0.270	 -0.180
        339.039	 -0.260	 -0.185
        339.042	 -0.260	 -0.175
        339.044	 -0.255	 -0.170
        339.047	 -0.250	 -0.180
        339.050	 -0.255	 -0.175
        339.053	 -0.250	 -0.200
        339.056	 -0.275	 -0.190
        339.058	 -0.260	 -0.180
        339.061	 -0.255	 -0.170
        339.064	 -0.250	 -0.180
        339.067	 -0.250	 -0.180
        339.069	 -0.250	 -0.195
        339.072	 -0.265	 -0.185
        339.075	 -0.260	 -0.175
        339.078	 -0.240	 -0.160
        339.081	 -0.260	 -0.175
        339.083	 -0.265	 -0.185
        339.086	 -0.275	 -0.195
        339.089	 -0.280	 -0.185
        339.092	 -0.270	 -0.175
        339.094	 -0.275	 -0.160
        339.097	 -0.270	 -0.160
        339.100	 -0.260	 -0.160
        339.103	 -0.270	 -0.180
        339.106	 -0.275	 -0.180
        339.108	 -0.285	 -0.170
        339.111	 -0.260	 -0.160
        339.114	 -0.255	 -0.170
        339.117	 -0.260	 -0.170
        339.119	 -0.260	 -0.175
        339.122	 -0.275	 -0.170
        339.125	 -0.260	 -0.170
        339.128	 -0.250	 -0.155
        339.131	 -0.245	 -0.155
        339.133	 -0.260	 -0.170
        339.136	 -0.260	 -0.175
        339.139	 -0.260	 -0.160
        339.142	 -0.260	 -0.170
        339.144	 -0.260	 -0.155
        339.147	 -0.245	 -0.160
        339.150	 -0.240	 -0.170
        339.153	 -0.235	 -0.190
        339.156	 -0.230	 -0.190
        339.158	 -0.235	 -0.170
        339.161	 -0.210	 -0.155
        339.164	 -0.205	 -0.170
        339.167	 -0.195	 -0.170
        339.169	 -0.195	 -0.170
        339.172	 -0.205	 -0.170
        339.175	 -0.195	 -0.155
        339.178	 -0.180	 -0.145
        339.181	 -0.165	 -0.145
        339.183	 -0.155	 -0.150
        339.186	 -0.145	 -0.145
        339.189	 -0.150	 -0.140
        339.192	 -0.125	 -0.135
        339.194	 -0.130	 -0.130
        339.197	 -0.130	 -0.130
        339.200	 -0.125	 -0.150
        339.203	 -0.140	 -0.155
        339.206	 -0.160	 -0.150
        339.208	 -0.160	 -0.140
        339.211	 -0.155	 -0.115
        339.214	 -0.145	 -0.110
        339.217	 -0.160	 -0.125
        339.219	 -0.145	 -0.110
        339.222	 -0.165	 -0.110
        339.225	 -0.150	 -0.085
        339.228	 -0.155	 -0.075
        339.231	 -0.140	 -0.105
        339.233	 -0.125	 -0.125
        339.236	 -0.145	 -0.135
        339.239	 -0.175	 -0.140
        339.242	 -0.200	 -0.135
        339.244	 -0.220	 -0.130
        339.247	 -0.220	 -0.145
        339.250	 -0.240	 -0.140
        339.253	 -0.250	 -0.150
        339.256	 -0.270	 -0.150
        339.258	 -0.275	 -0.155
        339.261	 -0.275	 -0.140
        339.264	 -0.265	 -0.150
        339.267	 -0.250	 -0.170
        339.269	 -0.270	 -0.150
        339.272	 -0.280	 -0.155
        339.275	 -0.285	 -0.150
        339.278	 -0.290	 -0.150
        339.281	 -0.270	 -0.155
        339.283	 -0.285	 -0.165
        339.286	 -0.295	 -0.175
        339.289	 -0.305	 -0.165
        339.292	 -0.300	 -0.155
        339.294	 -0.290	 -0.160
        339.297	 -0.295	 -0.155
        339.300	 -0.300	 -0.160
        339.303	 -0.315	 -0.170
        339.306	 -0.315	 -0.170
        339.308	 -0.315	 -0.160
        339.311	 -0.290	 -0.170
        339.314	 -0.320	 -0.190
        339.317	 -0.315	 -0.225
        339.319	 -0.360	 -0.250
        339.322	 -0.400	 -0.275
        339.325	 -0.420	 -0.305
        339.328	 -0.425	 -0.295
        339.331	 -0.460	 -0.265
        339.333	 -0.520	 -0.160
        339.336	 -0.525	 -0.060
        339.339	 -0.480	  0.025
        339.342	 -0.365	  0.105
        339.344	 -0.230	  0.205
        339.347	 -0.070	  0.305
        339.350	  0.155	  0.415
        339.353	  0.430	  0.505
        339.356	  0.680	  0.540
        339.358	  0.840	  0.465
        339.361	  0.890	  0.250
        339.364	  0.800	 -0.065
        339.367	  0.560	 -0.290
        339.369	  0.255	 -0.370
        339.372	 -0.040	 -0.335
        339.375	 -0.265	 -0.270
        339.378	 -0.395	 -0.235
        339.381	 -0.445	 -0.215
        339.383	 -0.460	 -0.200
        339.386	 -0.435	 -0.200
        339.389	 -0.390	 -0.210
        339.392	 -0.350	 -0.205
        339.394	 -0.335	 -0.200
        339.397	 -0.345	 -0.195
        339.400	 -0.335	 -0.190
        339.403	 -0.335	 -0.200
        339.406	 -0.335	 -0.205
        339.408	 -0.340	 -0.205
        339.411	 -0.340	 -0.190
        339.414	 -0.330	 -0.200
        339.417	 -0.320	 -0.200
        339.419	 -0.335	 -0.195
        339.422	 -0.340	 -0.195
        339.425	 -0.340	 -0.180
        339.428	 -0.330	 -0.180
        339.431	 -0.340	 -0.180
        339.433	 -0.330	 -0.200
        339.436	 -0.345	 -0.220
        339.439	 -0.355	 -0.210
        339.442	 -0.350	 -0.185
        339.444	 -0.340	 -0.175
        339.447	 -0.335	 -0.185
        339.450	 -0.325	 -0.185
        339.453	 -0.330	 -0.185
        339.456	 -0.340	 -0.195
        339.458	 -0.335	 -0.180
        339.461	 -0.330	 -0.180
        339.464	 -0.325	 -0.190
        339.467	 -0.335	 -0.205
        339.469	 -0.345	 -0.205
        339.472	 -0.350	 -0.200
        339.475	 -0.345	 -0.200
        339.478	 -0.345	 -0.180
        339.481	 -0.335	 -0.190
        339.483	 -0.335	 -0.200
        339.486	 -0.350	 -0.190
        339.489	 -0.340	 -0.195
        339.492	 -0.335	 -0.175
        339.494	 -0.330	 -0.170
        339.497	 -0.330	 -0.180
        339.500	 -0.320	 -0.180
        339.503	 -0.325	 -0.200
        339.506	 -0.325	 -0.195
        339.508	 -0.320	 -0.190
        339.511	 -0.310	 -0.180
        339.514	 -0.310	 -0.170
        339.517	 -0.325	 -0.180
        339.519	 -0.340	 -0.200
        339.522	 -0.345	 -0.200
        339.525	 -0.340	 -0.190
        339.528	 -0.330	 -0.185
        339.531	 -0.320	 -0.195
        339.533	 -0.315	 -0.200
        339.536	 -0.320	 -0.215
        339.539	 -0.325	 -0.215
        339.542	 -0.330	 -0.200
        339.544	 -0.320	 -0.185
        339.547	 -0.330	 -0.195
        339.550	 -0.335	 -0.215
        339.553	 -0.330	 -0.210
        339.556	 -0.335	 -0.225
        339.558	 -0.320	 -0.215
        339.561	 -0.315	 -0.200
        339.564	 -0.305	 -0.220
        339.567	 -0.320	 -0.215
        339.569	 -0.330	 -0.230
        339.572	 -0.330	 -0.235
        339.575	 -0.325	 -0.235
        339.578	 -0.320	 -0.225
        339.581	 -0.305	 -0.245
        339.583	 -0.315	 -0.245
        339.586	 -0.330	 -0.245
        339.589	 -0.335	 -0.260
        339.592	 -0.330	 -0.275
        339.594	 -0.320	 -0.255
        339.597	 -0.330	 -0.270
        339.600	 -0.340	 -0.295
        339.603	 -0.350	 -0.290
        339.606	 -0.355	 -0.295
        339.608	 -0.345	 -0.285
        339.611	 -0.335	 -0.285
        339.614	 -0.330	 -0.290
        339.617	 -0.335	 -0.295
        339.619	 -0.345	 -0.300
        339.622	 -0.350	 -0.310
        339.625	 -0.325	 -0.305
        339.628	 -0.350	 -0.290
        339.631	 -0.340	 -0.285
        339.633	 -0.355	 -0.275
        339.636	 -0.365	 -0.275
        339.639	 -0.365	 -0.275
        339.642	 -0.350	 -0.255
        339.644	 -0.335	 -0.225
        339.647	 -0.320	 -0.230
        339.650	 -0.315	 -0.215
        339.653	 -0.315	 -0.205
        339.656	 -0.310	 -0.205
        339.658	 -0.300	 -0.190
        339.661	 -0.275	 -0.175
        339.664	 -0.265	 -0.185
        339.667	 -0.260	 -0.180
        339.669	 -0.255	 -0.185
        339.672	 -0.260	 -0.175
        339.675	 -0.255	 -0.155
        339.678	 -0.255	 -0.150
        339.681	 -0.250	 -0.150
        339.683	 -0.245	 -0.145
        339.686	 -0.240	 -0.160
        339.689	 -0.240	 -0.145
        339.692	 -0.235	 -0.140
        339.694	 -0.230	 -0.130
        339.697	 -0.225	 -0.130
        339.700	 -0.230	 -0.130
        339.703	 -0.230	 -0.135
        339.706	 -0.240	 -0.145
        339.708	 -0.230	 -0.140
        339.711	 -0.230	 -0.130
        339.714	 -0.235	 -0.130
        339.717	 -0.245	 -0.130
        339.719	 -0.245	 -0.135
        339.722	 -0.245	 -0.145
        339.725	 -0.255	 -0.150
        339.728	 -0.245	 -0.135
        339.731	 -0.240	 -0.130
        339.733	 -0.245	 -0.140
        339.736	 -0.265	 -0.150
        339.739	 -0.270	 -0.145
        339.742	 -0.265	 -0.140
        339.744	 -0.245	 -0.120
        339.747	 -0.250	 -0.135
        339.750	 -0.255	 -0.145
        339.753	 -0.260	 -0.150
        339.756	 -0.255	 -0.155
        339.758	 -0.250	 -0.150
        339.761	 -0.265	 -0.145
        339.764	 -0.255	 -0.155
        339.767	 -0.265	 -0.160
        339.769	 -0.265	 -0.170
        339.772	 -0.280	 -0.160
        339.775	 -0.275	 -0.150
        339.778	 -0.280	 -0.140
        339.781	 -0.265	 -0.145
        339.783	 -0.265	 -0.155
        339.786	 -0.270	 -0.180
        339.789	 -0.275	 -0.185
        339.792	 -0.280	 -0.165
        339.794	 -0.280	 -0.170
        339.797	 -0.270	 -0.170
        339.800	 -0.275	 -0.165
        339.803	 -0.275	 -0.180
        339.806	 -0.280	 -0.175
        339.808	 -0.275	 -0.165
        339.811	 -0.265	 -0.145
        339.814	 -0.255	 -0.155
        339.817	 -0.260	 -0.175
        339.819	 -0.270	 -0.185
        339.822	 -0.280	 -0.200
        339.825	 -0.285	 -0.180
        339.828	 -0.290	 -0.170
        339.831	 -0.280	 -0.165
        339.833	 -0.285	 -0.170
        339.836	 -0.300	 -0.185
        339.839	 -0.310	 -0.180
        339.842	 -0.300	 -0.180
        339.844	 -0.295	 -0.170
        339.847	 -0.290	 -0.165
        339.850	 -0.295	 -0.160
        339.853	 -0.305	 -0.185
        339.856	 -0.310	 -0.175
        339.858	 -0.300	 -0.175
        339.861	 -0.285	 -0.160
        339.864	 -0.290	 -0.170
        339.867	 -0.295	 -0.165
        339.869	 -0.300	 -0.175
        339.872	 -0.315	 -0.165
        339.875	 -0.305	 -0.155
        339.878	 -0.285	 -0.165
        339.881	 -0.285	 -0.165
        339.883	 -0.280	 -0.175
        339.886	 -0.310	 -0.180
        339.889	 -0.300	 -0.180
        339.892	 -0.305	 -0.175
        339.894	 -0.290	 -0.160
        339.897	 -0.290	 -0.175
        339.900	 -0.290	 -0.165
        339.903	 -0.300	 -0.175
        339.906	 -0.315	 -0.185
        339.908	 -0.295	 -0.165
        339.911	 -0.300	 -0.150
        339.914	 -0.290	 -0.155
        339.917	 -0.295	 -0.165
        339.919	 -0.305	 -0.175
        339.922	 -0.310	 -0.185
        339.925	 -0.300	 -0.170
        339.928	 -0.285	 -0.165
        339.931	 -0.275	 -0.180
        339.933	 -0.280	 -0.175
        339.936	 -0.290	 -0.180
        339.939	 -0.310	 -0.185
        339.942	 -0.295	 -0.170
        339.944	 -0.275	 -0.160
        339.947	 -0.255	 -0.170
        339.950	 -0.260	 -0.180
        339.953	 -0.265	 -0.195
        339.956	 -0.275	 -0.195
        339.958	 -0.265	 -0.170
        339.961	 -0.245	 -0.170
        339.964	 -0.235	 -0.170
        339.967	 -0.230	 -0.180
        339.969	 -0.245	 -0.185
        339.972	 -0.245	 -0.200
        339.975	 -0.245	 -0.170
        339.978	 -0.220	 -0.155
        339.981	 -0.205	 -0.145
        339.983	 -0.195	 -0.155
        339.986	 -0.195	 -0.155
        339.989	 -0.195	 -0.160
        339.992	 -0.190	 -0.145
        339.994	 -0.190	 -0.155
        339.997	 -0.175	 -0.150
        340.000	 -0.190	 -0.145
        340.003	 -0.200	 -0.145
        340.006	 -0.215	 -0.145
        340.008	 -0.195	 -0.130
        340.011	 -0.185	 -0.110
        340.014	 -0.180	 -0.120
        340.017	 -0.185	 -0.135
        340.019	 -0.185	 -0.135
        340.022	 -0.185	 -0.140
        340.025	 -0.175	 -0.150
        340.028	 -0.180	 -0.135
        340.031	 -0.210	 -0.140
        340.033	 -0.230	 -0.155
        340.036	 -0.260	 -0.160
        340.039	 -0.270	 -0.175
        340.042	 -0.280	 -0.170
        340.044	 -0.300	 -0.150
        340.047	 -0.295	 -0.160
        340.050	 -0.320	 -0.170
        340.053	 -0.325	 -0.185
        340.056	 -0.335	 -0.180
        340.058	 -0.315	 -0.175
        340.061	 -0.315	 -0.170
        340.064	 -0.295	 -0.180
        340.067	 -0.320	 -0.175
        340.069	 -0.335	 -0.190
        340.072	 -0.350	 -0.190
        340.075	 -0.335	 -0.180
        340.078	 -0.325	 -0.180
        340.081	 -0.320	 -0.180
        340.083	 -0.325	 -0.200
        340.086	 -0.335	 -0.195
        340.089	 -0.355	 -0.195
        340.092	 -0.335	 -0.180
        340.094	 -0.330	 -0.175
        340.097	 -0.340	 -0.180
        340.100	 -0.335	 -0.190
        340.103	 -0.350	 -0.200
        340.106	 -0.355	 -0.190
        340.108	 -0.345	 -0.205
        340.111	 -0.345	 -0.210
        340.114	 -0.365	 -0.225
        340.117	 -0.400	 -0.245
        340.119	 -0.430	 -0.290
        340.122	 -0.460	 -0.315
        340.125	 -0.475	 -0.320
        340.128	 -0.515	 -0.295
        340.131	 -0.570	 -0.275
        340.133	 -0.600	 -0.230
        340.136	 -0.585	 -0.175
        340.139	 -0.545	 -0.105
        340.142	 -0.485	 -0.035
        340.144	 -0.415	  0.030
        340.147	 -0.340	  0.055
        340.150	 -0.270	  0.095
        340.153	 -0.195	  0.125
        340.156	 -0.070	  0.215
        340.158	  0.140	  0.320
        340.161	  0.380	  0.430
        340.164	  0.610	  0.495
